text,created_at,updated_at,original,paredao
nathalia chata caralho cala boca amor deus,15/03/2022 04:50:28,15/03/2022 01:53:48,"RT @shesvanets: Nathalia chata pra caralho, cala a boca pelo amor de Deus #BBB22",
engracado vejo chamando arthur personagem estudou foda,15/03/2022 04:50:28,15/03/2022 01:53:48,RT @memezinhamende1: Acho engracado que vejo gente chamando o Arthur de personagem que ele estudou o bbb q ele isso e aquilo foda-se !!!!se...,
lais macetou arthur tendo alucinacoes,15/03/2022 04:50:28,15/03/2022 01:53:48,Lais macetou o Arthur ou estou tendo alucinacoes #BBB22,
gosto visao jogo milhoes porem estrategia centavos,15/03/2022 04:50:27,15/03/2022 01:53:48,"Gosto delas, elas tem a visao de jogo de milhoes porem a estrategia de centavos #BBB22 https://t.co/SjPTDvTouu",
entregaram prometer,15/03/2022 04:50:27,15/03/2022 01:53:48,RT @fvzsonza: entregaram sem prometer #BBB22 https://t.co/Uv9VfGfcBA,
lina arthur manipula situacoes publico veja jogando sozinho falou joga sozinho sim is,15/03/2022 04:50:27,15/03/2022 01:53:48,"RT @paiva: lina diz que arthur manipula situacoes para que o publico veja ele jogando sozinho

""ele falou que joga sozinho sim. acho que is...",
arthur sabe incoerente ontem dg recebeu 5 votos hj jogo discordia ninguem nada falar ca,15/03/2022 04:50:26,15/03/2022 01:53:48,"RT @bbb_storm: Arthur: ""Sabe o que e muito incoerente? Ontem o DG recebeu 5 votos e hj no jogo da discordia ninguem tem nada p/ falar do ca...",
lina campea resto resto,15/03/2022 04:50:26,15/03/2022 01:53:48,RT @TatiQBOficial: Lina campea e o resto e resto! #BBB22,
lucas pede perdao arthur agradecendo natalia tudo falou vergonha,15/03/2022 04:50:26,15/03/2022 01:53:48,"RT @monni_tuiteira: Lucas pede perdao para o Arthur e agora ta agradecendo a Natalia por tudo que ela falou pra ele!!! 

Que vergonha desse...",
arthur passa alguem torce colocando lucas vilao jade,15/03/2022 04:50:26,15/03/2022 01:53:48,"RT @gei_araujo: Gente, esse Arthur se passa. Como que alguem torce por ele?????  Ele ta colocando o Lucas de vilao, como a Jade disse....",
hmmmm forma pedro scooby trata fala jessi estranha chamou mt atencao tambem jessi grita vivencia ficando claro semana,15/03/2022 04:50:26,15/03/2022 01:53:48,"Hmmmm a forma como o Pedro Scooby trata e fala da Jessi e muito ""estranha"", me chamou mt atencao tambem quando ele disse que a Jessi grita pela VIVENCIA dela. Esta ficando mais claro o que e a cada semana #BBB22 https://t.co/yO6g69Er9p",
lais macetando paozinho fatos certeza internet pronta conversa,15/03/2022 04:50:25,15/03/2022 01:53:48,"RT @nataliavlcs: Lais ta macetando o paozinho com fatos, mas tenho certeza que a internet nao esta pronta pra essa conversa... #bbb22",
quimica,15/03/2022 04:50:25,15/03/2022 01:53:48,"MAIS QUIMICA DO QUE COM A ****
#BBB22 https://t.co/mjmBV1tFRQ",
lais basicamente publico otario manipulavel,15/03/2022 04:50:25,15/03/2022 01:53:48,RT @i4blanco: a lais basicamente disse que o publico e otario e manipulavel #BBB22 https://t.co/Ved4KardEL,
tiago devia considerado ex cena patetico ridiculo,15/03/2022 04:50:25,15/03/2022 01:53:48,"tiago nao devia ser considerado ex BBB depois da cena patetico que fez, ridiculo #BBB22 https://t.co/4AiYcWOESR",
nesse paredao posicionamento qg claro coerente jogo arthur,15/03/2022 04:50:25,15/03/2022 01:53:48,RT @qgaguiarthur: Nesse paredao o posicionamento do QG e bem claro e coerente com o jogo do Arthur! Somos #FicaScooby e #ForaVyni  #BBB22...,#foravyni
sabe absurdo lais lina natalia jessi eslo todas outras quarto lollipop comadres verbalizam,15/03/2022 04:50:24,15/03/2022 01:53:48,"RT @PatriqueUiliam: Sabe o mais absurdo???

Lais, Lina, Natalia, Jessi, Eslo e todas as outras do Quarto Lollipop e comadres verbalizam: ""O...",
podia mudado lado podia vindo falar nunca cogitei votar falo pel,15/03/2022 04:50:24,15/03/2022 01:53:48,"RT @ZAMENZA: ""Voce podia ter mudado de lado, mas podia ter vindo falar com a gente. E eu nunca cogitei votar em voce. Falo por mim, nao pel...",
arthur engracado vivo show lais convive comigo moram mesma casa mom,15/03/2022 04:50:24,15/03/2022 01:53:48,"RT @lacerda: arthur: eu acho engracado q no ao vivo vc da um show

lais: tu convive comigo????

gente eles nao moram na mesma casa????? mom...",
professora biologia tambem aula interpretacao texto estar acima qualquer coisa passar cima,15/03/2022 04:50:24,15/03/2022 01:53:48,"RT @a_jessilane: Professora de Biologia tambem da aula de interpretacao de texto! ""Estar aqui ACIMA de qualquer coisa nao e PASSAR POR CIMA...",
odeie ame pessoa estara fadado dormir acordar pensando nela,15/03/2022 04:50:24,15/03/2022 01:53:48,Odeie (ou ame) uma pessoa e vc estara fadado a dormir e acordar pensando nela. #BBB22 https://t.co/EyKGN2rN7V,
disseram arthur perderia enredo saida jade,15/03/2022 04:50:23,15/03/2022 01:53:48,RT @monni_tuiteira: E ainda disseram que Arthur perderia enredo com a saida da Jade! #BBB22,
fugiria arthur jogo discordia jantada cara sempre sai quanto chamam,15/03/2022 04:50:23,15/03/2022 01:53:48,RT @BarbaraSaryne: Eu fugiria do Arthur no jogo da discordia para nao ser jantada por ele. O cara sempre se sai bem. Quanto mais chamam o A...,
sonho arthur pegar lider jogar lais paredao pode contragolpe tambem aceitando qq coisa pr,15/03/2022 04:50:23,15/03/2022 01:53:48,RT @NenethaSouza07: Meu sonho e Arthur pegar o lider e jogar a Lais no paredao. Pode ser no contragolpe tambem. To aceitando qq coisa so pr...,
pensar estrategicamente melhor pessoas dentro casa ignorar arthur,15/03/2022 04:50:23,15/03/2022 01:53:48,"RT @HugoGloss: Se a gente for pensar estrategicamente, o melhor que as pessoas dentro da casa tinham a fazer era ignorar o Arthur. Nao dar...",
falam scooby game arthur,15/03/2022 04:50:22,15/03/2022 01:53:48,"RT @Cllaarinnha: DEPOIS FALAM QUE SCOOBY NAO TA P GAME 

#ForaLucas #ForaViny Arthur / #BBB22 https://t.co/tVZCm9y4lv",#foravyni
arthur bom cinico mania interromper brevemente pessoa discutindo camufla abuso,15/03/2022 04:50:22,15/03/2022 01:53:48,"RT @antoniotabet: Arthur, como bom cinico, tem a mania de interromper muito brevemente a pessoa com a qual esta discutindo. Camufla o abuso...",
lina entendo resistiria pa delicinhaaaaaaa,15/03/2022 04:50:22,15/03/2022 01:53:48,"Lina, eu te entendo. Eu nao resistiria ao PA. Delicinhaaaaaaa #BBB22",
bora rolando mutirao quero chuva votosss 30 minutos acabar,15/03/2022 04:50:22,15/03/2022 01:53:48,"RT @iampauloandre: BORA GENTE, TA ROLANDO MUTIRAO!!! Quero chuva de votosss 30 minutos pra acabar #TeamPA #ForaVyni #FicaScooby",#foravyni
precisamos arthur bebado vezes,15/03/2022 04:50:21,15/03/2022 01:53:48,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
brasil tirou jade relacao acontecer pa lina,15/03/2022 04:50:21,15/03/2022 01:53:48,"RT @ZAMENZA: ""O Brasil tirou a Jade pra nossa relacao acontecer, PA."" (Lina)
#BBB22 https://t.co/ymmozzdG1n",
nath juiza,15/03/2022 04:50:21,15/03/2022 01:53:48,RT @MicaelOficial: A nath e juiza ? #bbb22,
arthur toda vez lais abre boca falar lina traidor patrao chegou macetou jantada,15/03/2022 04:50:21,15/03/2022 01:53:48,"RT @GustavoMenegoto: O Arthur toda vez q a Lais abre a boca pra falar dele #BBB22

Lina / Traidor / O patrao chegou / Macetou / Jantada / E...",
vemos claramente lais implorando conversar bisnaguinha,15/03/2022 04:50:21,15/03/2022 01:53:48,RT @ktuiitta: Aqui vemos claramente a Lais implorando pra conversar com o bisnaguinha #BBB22 https://t.co/1wipTnfEqS,
brincadeiras bobas gostosas lina pa disso brasil gosta,15/03/2022 04:50:21,15/03/2022 01:53:48,"Brincadeiras bobas e gostosas entre Lina e PA... e disso que o brasil gosta!

#bbb22",
tava pegando ranco arthur nesse jogo discordia fizeram concordar novo meninas ruim argumentos narrativas propria ficam sabem,15/03/2022 04:50:21,15/03/2022 01:53:48,"Eu tava pegando ranco do Arthur ja , mas nesse jogo da discordia me fizeram concordar com ele de novo  essas meninas sao muito ruim de argumentos, sem narrativas propria e ficam falando do que nem sabem 
#BBB22",
lais consegue tirar vitima taubate serio,15/03/2022 04:50:21,15/03/2022 01:53:48,RT @tuitamonalisa: A lais consegue tirar a vitima de taubate do serio mesmo KKKKKKKKK #BBB22,
atencao galera proximo mutirao feat iremos abrir space queremos,15/03/2022 04:50:20,15/03/2022 01:53:48,"RT @PedroScooby: Atencao galera, o proximo mutirao vai ser feat com o @iampauloandre e iremos abrir um space aqui pra voces! Queremos todo...",
arthur fica pedindo repetir falou enrole lina,15/03/2022 04:50:20,15/03/2022 01:53:48,"RT @CentralReaIity: ""Arthur fica pedindo pra gente repetir o que falou porque ele quer que a gente se enrole."" (Lina) #BBB22 https://t.co/a...",
perguntaram recebendo pix lado lais precisa pix dra paga falar,15/03/2022 04:50:19,15/03/2022 01:53:48,"RT @arsousa_: Me perguntaram se eu to recebendo pix, por esta do lado da Lais. KKKKKKKKK 
Nem precisa de pix, a Dra ja me paga so por falar...",
jogo discordia mostrou sim ir cobras vao surta,15/03/2022 04:50:19,15/03/2022 01:53:48,"Jogo da discordia de hoje , so mostrou que temos sim que ir de #ForaViny as cobras vao surta kkkkk",#foravyni
lina gt brasil tirou jade viver historia brasil historia,15/03/2022 04:50:19,15/03/2022 01:53:48,"Lina -&gt; P.A.: ""O Brasil tirou a Jade pra gente viver nossa historia, P.A., Brasil quer nossa historia!""


#BBB #BBB22 #RedeBBB #JogoDaDiscordia",
lina enterrou argumentos lais dizer arthur comparou juliete dourado,15/03/2022 04:50:18,15/03/2022 01:53:48,"RT @MauricioC_CRVG: E a Lina que enterrou os argumentos da Lais ao dizer que o Arthur nao se comparou com Juliete e Dourado... 
#BBB22 #Jog...",
pagina desmaiar faz tudo queimar arthur inventaram fake comparou juliette sendo,15/03/2022 04:50:18,15/03/2022 01:53:48,RT @eulisass: essa pagina Vai Desmaiar faz de tudo pra queimar o arthur!!! agora inventaram a fake que ele se comparou com a juliette sendo...,
arthur bom cinico mania interromper brevemente pessoa discutindo camufla abuso,15/03/2022 04:50:18,15/03/2022 01:53:48,"RT @antoniotabet: Arthur, como bom cinico, tem a mania de interromper muito brevemente a pessoa com a qual esta discutindo. Camufla o abuso...",
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 04:50:18,15/03/2022 01:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
arthur fica pedindo repetir falou enrole pede explica melhor is,15/03/2022 04:50:18,15/03/2022 01:53:48,"RT @ZAMENZA: ""Arthur fica pedindo pra gente repetir o que falou pq ele quer que a gente se enrole. Quando ele pede 'ah me explica melhor is...",
lais beija cara jogar lina forcando barra aceita lollipop eslo ensaiando qu,15/03/2022 04:50:17,15/03/2022 01:53:48,"RT @ELAINEM73442434: Lais beija um cara para fazer ele jogar com ela, Lina forcando a barra pra ser aceita no lollipop, Eslo ensaiando o qu...",
salto pa,15/03/2022 04:50:17,15/03/2022 01:53:48,RT @tracklist: O salto que o PA deu  #BBB22 https://t.co/C2fKEdOMJm,
natalia jogo discordia inteiro situacoes outros nada figurante total,15/03/2022 04:50:17,15/03/2022 01:53:48,RT @_respiroluar: Natalia fez o jogo da discordia inteiro falando de situacoes dos outros e nada sobre ela! Figurante total! #bbb22,
arthur mentiu vivo lais crescer volta paredao fica fofa,15/03/2022 04:50:17,15/03/2022 01:53:48,"RT @guinapolitano: Arthur nao mentiu. No ao vivo a Lais ela quer crescer, depois que ele volta do paredao ela fica ate fofa com ele #bbb22",
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 04:50:17,15/03/2022 01:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
vyni pode chato forcado jamais vou torcer contra favor outro chato playboy bolsomi,15/03/2022 04:50:17,15/03/2022 01:53:48,"RT @mr_littlewhite: Vyni pode ser chato e forcado, mas jamais que eu vou torcer contra ele e a favor de outro chato e que e playboy bolsomi...",
pessoal foca arthur percebem dormindo c inimigo,15/03/2022 04:50:16,15/03/2022 01:53:48,"O pessoal foca no Arthur, e nao percebem que estao dormindo c o inimigo #BBB22",
sim voltou temida todos bbbs,15/03/2022 04:50:16,15/03/2022 01:53:48,"RT @updatechartuc: Sim, ela voltou, a mais temida de todos os BBBs #BBB22 https://t.co/bH0bKto0bD",
lais pede desculpa arthur falsa ridicula palhaca lais briga arthur louca mentirosa falsa enfim nada fizer ita limpar contra ponto td arthur fizer sera aplaudido estrategia jogo,15/03/2022 06:53:47,15/03/2022 03:53:48,"@rastapelomundo @Dantinhas Se a Lais pede desculpa pro Arthur ela e falsa e ridicula palhaca,se a Lais briga com Arthur e louca mentirosa falsa ,enfim nada do q ela fizer Ita limpar ela ,em contra ponto TD q o Arthur fizer sera aplaudido ,estrategia,jogo #bbb22",
lucas gosta externar colocando tudo sente jogo decidiu desabafar novamente,15/03/2022 06:53:46,15/03/2022 03:53:48,"RT @LucasBissoli_: Lucas gosta de externar colocando pra fora tudo que sente e, depois do jogo de hoje, decidiu desabafar novamente. #TimeB...",
edicao ruim juliette protagonista segundo ano seguido,15/03/2022 06:53:46,15/03/2022 03:53:48,RT @bchartsnet: A edicao ta tao ruim que a Juliette e protagonista pelo segundo ano seguido #BBB22 https://t.co/GPOnBIvR1j,
cumadres quarto lider serra coisas gostosas jessi questionou eslo acha fica chato cumadres ficarem dentro quarto direito eslo pode estar gostando,15/03/2022 06:53:44,15/03/2022 03:53:48,#BBB22 as cumadres no quarto do lider pra serra as coisas gostosas jessi ate questionou pq eslo nao foi que ela acha que fica chato as cumadres ficarem la dentro do quarto direito que eslo pode nao estar gostando https://t.co/f3r6HkMOvO,
precisamos arthur bebado vezes,15/03/2022 06:53:44,15/03/2022 03:53:48,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
scooby perdeu linha tal playboy chamado playboy,15/03/2022 06:53:44,15/03/2022 03:53:48,RT @_alineramos: Scooby perdeu a linha tal qual um playboy quando e chamado de playboy. #BBB22,
lina eslo putacas lucas mandaram,15/03/2022 06:53:43,15/03/2022 03:53:48,RT @greyce_varela: Lina e eslo putacas com lucas pq ele nao fez o que elas mandaram kkkkk #bbb22,
natalia deixa ninguem falar chata desculpa arthur erra nesse jogo acerta,15/03/2022 06:53:42,15/03/2022 03:53:48,"RT @elida_sb: Essa Natalia NAO DA!

Ela nao deixa ninguem falar, que chata!!!

E desculpa gente,o Arthur ate quando erra nesse jogo acerta....",
tomar esporro eslo lina barao cagadinha vt quarto querer limpar cagadas,15/03/2022 06:53:39,15/03/2022 03:53:48,RT @drika281: #BBB22 depois de tomar esporro de eslo e Lina o barao da cagadinha foi fazer VT no quarto pra querer limpar as cagadas ...,
arthur nunca deixou falar meninos votam juntos amigos manipulador,15/03/2022 06:53:38,15/03/2022 03:53:48,"RT @eifelopes: O Arthur NUNCA deixou de falar com os meninos, eles nao votam juntos mas sao amigos. 

ISSO E SER MANIPULADOR?? #BBB22",
lucas explicou dg diferente levantado discurso momento algum indireta pa,15/03/2022 06:53:38,15/03/2022 03:53:48,"RT @LucasBissoli_: Lucas explicou para DG que, diferente do que foi levantado, o discurso dele em momento ALGUM foi uma indireta para PA e...",
sabia existe metodo ensina ajuda eliminar 5 10 kg 30 dias saber click link baixo,15/03/2022 06:53:36,15/03/2022 03:53:48,"Voce sabia que existe um metodo que te ensina e te ajuda a eliminar ate entre 5 a 10 kg em 30 dias? quem saber como?
Click no link a baixo 
https://t.co/Jy8wH6Y9aN
#receita #bbtvi #QuantoMaisVidaMelhor #ELIMINAR #ForaVyni #Hotmart https://t.co/vSs8hHkt1p",#foravyni
toda dinamica parece arthur lapada uau nesse lollipop uns usa palavras sim ape,15/03/2022 06:53:36,15/03/2022 03:53:48,"RT @juhbkp: Toda dinamica parece que o Arthur da uma lapada UAU nesse lollipop, ai vem uns falando q ele usa bem as palavras...sim, ele ape...",
linna ensinando casa atacar arthur manipulador,15/03/2022 06:53:35,15/03/2022 03:53:48,"RT @paulatwita: Linna ensinando cada um da casa como tem que atacar o Arthur
Mas o manipulador e ele
#BBB22",
sequencia,15/03/2022 06:53:31,15/03/2022 03:53:48,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
quero talarica quero rica pereira lina,15/03/2022 06:53:31,15/03/2022 03:53:48,"RT @felipe_cortess: ""Eu nao quero ser talarica. Eu quero ta la, rica."" PEREIRA, Lina #BBB22",
linna pregar machismo onde jessi pregar passa fome onde comida natalia pregar jogado,15/03/2022 06:53:27,15/03/2022 03:53:48,"RT @marinhoolarie: Linna quer pregar machismo onde nao tem, Jessi quer pregar que passa fome onde tem comida, Natalia quer pregar de jogado...",
arthur bom cinico mania interromper brevemente pessoa discutindo camufla abuso,15/03/2022 06:53:26,15/03/2022 03:53:48,"RT @antoniotabet: Arthur, como bom cinico, tem a mania de interromper muito brevemente a pessoa com a qual esta discutindo. Camufla o abuso...",
scooby ficar acham sai dg vyni sai arthur mano pa dg,15/03/2022 06:53:24,15/03/2022 03:53:48,"RT @Dantinhas: Scooby ""se eu ficar? quem vcs acham que sai?""
DG ""acho que o Vyni sai"" 
Arthur ""acho nao, mano""
PA ""tb acho que nao""
DG ""ah,...",
edicao ruim juliette protagonista segundo ano seguido,15/03/2022 06:53:23,15/03/2022 03:53:48,RT @bchartsnet: A edicao ta tao ruim que a Juliette e protagonista pelo segundo ano seguido #BBB22 https://t.co/GPOnBIvR1j,
arthur falou agua bateu b amp nd gustavo falou igual arthur falou discurso apelativo gustavo falou igual,15/03/2022 06:53:20,15/03/2022 03:53:48,"RT @carolando_44: Arthur falou ""quando a agua bateu na b&amp;nd@.
Gustavo falou igual.
Arthur falou ""discurso apelativo""
Gustavo falou igual.
A...",
jogo discordia alguem twitter dizer mascara arthur caiu entenderam,15/03/2022 06:53:18,15/03/2022 03:53:48,"RT @bbb_storm: Todo Jogo da Discordia vem alguem no Twitter dizer: ""Hoje a mascara do Arthur caiu"". Gente, vcs ainda n entenderam, ne? Pois...",
jessilane arthur aguiar concordei algumas coisas discordei outras incomoda fala estar jogand,15/03/2022 06:53:16,15/03/2022 03:53:48,"RT @bbb: Jessilane sobre Arthur Aguiar:

 ""Concordei em algumas coisas, discordei em outras, mas me incomoda essa fala de ele estar jogand...",
nova foto ficar cinza vinny atualizada arthur natalia linna macetou jogo paredao,15/03/2022 06:53:15,15/03/2022 03:53:48,"RT @__Sampietro: A nova foto para ficar cinza, ja esta sem o Vinny, ja esta atualizada 

#BBB22  Arthur Natalia Linna
Macetou jogo paredao...",
